region,latitude,longitude,pollution_level,oxygen_level
Delhi,28.762135897382098,76.94048009591299,214,3.5999999999999996
Surat,21.503844010475174,73.14577100471,141,14.4
Ahmedabad,22.777836373763243,72.17727431821312,181,8.4
Bangalore,12.88477251720772,77.77042292510407,113,18.7
Chennai,12.652808139641257,80.16595931543117,143,12.7
Pune,18.177212705316805,74.18400214973725,113,18.2
Surat,20.83840365576652,73.21043021567849,155,13.0
Kolkata,22.30398063637685,88.36632728716637,190,7.0
Jaipur,26.72545014506315,76.12379849061803,176,7.9
Pune,18.48501316880897,73.73631676445167,125,17.0
Kolkata,22.16397410486041,88.17872582935165,164,9.6
Chennai,13.011157903848796,80.50219646404314,162,10.8
Chennai,12.590759103342121,80.71387482296129,143,12.7
Ahmedabad,23.02297731586672,72.50517056601801,164,10.1
Pune,18.567871489862316,73.63108460520259,119,17.6
Bangalore,12.686804479733194,77.97895515045575,102,19.8
Surat,20.67657904340659,73.30945478705686,128,15.7
Bangalore,12.705496931472204,77.30548622768079,131,16.9
Hyderabad,17.70542682025902,78.42727352801231,120,17.0
Bangalore,12.85385225197746,77.71394345413691,112,18.8
Surat,20.695969598764353,72.93462880650112,147,13.8
Delhi,28.544883901920823,77.01349253274896,188,6.199999999999999
Ahmedabad,22.58819211648966,72.95851931722369,154,11.1
Bangalore,13.018058541728125,77.51179341856458,127,17.3
Mumbai,18.74693640242085,72.79584478816281,154,12.6
Surat,21.56816464684779,72.41522766225938,154,13.1
Ahmedabad,23.327463730399256,72.12379129559486,184,8.1
Bangalore,12.807223272977913,77.17140744106928,110,19.0
Chennai,13.417647205694404,80.74539059604855,156,11.4
Mumbai,19.502463797956185,72.79732738280681,140,14.0
Delhi,28.12358688274097,77.56695509091506,205,4.5
Hyderabad,17.666615479196402,78.30040651205206,131,15.9
Bangalore,13.44540041335715,77.6387986625037,126,17.4
Pune,18.924643291407563,73.73142197050738,149,14.6
Delhi,28.33568197819232,77.02655457986951,215,3.5
Chennai,12.670291297405948,79.86061624485971,175,9.5
Hyderabad,17.222454278964232,78.85738845545744,149,14.1
Ahmedabad,22.73362594255804,72.82386833758649,186,7.9
Kolkata,22.55699118560085,88.5577055569674,178,8.2
Surat,20.878788367741052,72.62749200687529,153,13.2
Bangalore,13.20550537700187,77.44115875981655,101,19.9
Hyderabad,17.01056557863725,78.15799495782167,155,13.5
Kolkata,22.769763692137982,88.05733534295648,188,7.199999999999999
Bangalore,13.357686108813517,77.99028994426662,135,16.5
Jaipur,26.64239375396324,75.69860397206624,175,8.0
Bangalore,13.143983843291704,77.92066468454829,108,19.2
Bangalore,12.57719154597664,77.13989464361308,122,17.8
Chennai,12.664723685211472,79.80563924640599,173,9.7
Surat,21.11472825305016,72.8357190246077,128,15.7
Kolkata,22.241661778439717,88.21570500641036,194,6.6
Jaipur,26.91948242406027,75.92520187455297,200,5.5
Chennai,13.35070543531321,80.20506149814122,149,12.1
Mumbai,19.194772077041005,73.04306520841891,161,11.9
Ahmedabad,23.45693303875344,72.76048765374823,150,11.5
Ahmedabad,22.622046512808776,72.67459216561467,161,10.4
Delhi,29.003813376362864,77.70096274723865,180,7.0
Chennai,13.348063363858042,80.02372634092026,163,10.7
Bangalore,12.574442592157478,77.22055519637935,139,16.1
Mumbai,19.249838898270006,73.22458722442896,141,13.9
Kolkata,22.749083749520604,88.4581418273086,161,9.9
Delhi,28.796432459537723,77.2843591731291,209,4.1
Bangalore,12.747522694380548,77.8631813309132,109,19.1
Surat,20.90353282264933,72.95643016995446,161,12.4
Hyderabad,17.015973742994177,78.59269696727102,139,15.1
Mumbai,18.620996821235426,73.11185125904166,163,11.7
Surat,21.26434186275646,72.7424745714126,133,15.2
Surat,20.68388241476068,72.41269872000484,158,12.7
Bangalore,12.954313473076935,77.87205546718239,135,16.5
Pune,18.51299900522181,73.99011174024213,123,17.2
Mumbai,18.62641677360221,73.26808432085527,157,12.3
Bangalore,13.035519566755625,77.59487853520776,109,19.1
Chennai,13.183612005659088,80.11165857143557,151,11.9
Hyderabad,17.028281458702644,78.70141883350203,155,13.5
Hyderabad,17.410470307355894,78.68453278550517,155,13.5
Pune,18.812591194801676,74.03306106787272,145,15.0
Bangalore,13.417524644032087,77.39042409749653,131,16.9
Chennai,13.244534585114,80.40441159976554,153,11.7
Ahmedabad,22.538743443209455,72.80017805445064,165,10.0
Delhi,28.778955989006633,77.26557842850215,186,6.4
Delhi,28.945418333112226,77.62739754208157,213,3.6999999999999993
Chennai,12.686134114860485,80.17272721688825,179,9.1
Delhi,28.127534023905824,77.03172657272664,207,4.300000000000001
Kolkata,22.220817462099326,87.95599875419958,191,6.9
Pune,18.914804388648506,74.18030642079819,114,18.1
Jaipur,26.965511971058373,76.09955812099034,200,5.5
Hyderabad,17.55126786147904,78.97553553138917,146,14.4
Jaipur,26.802299746291084,75.76734737731009,192,6.300000000000001
Ahmedabad,23.509836158579546,72.51550355690661,178,8.7
Hyderabad,17.758618528737216,78.98226890049068,122,16.8
Delhi,28.433927316562393,77.1854612712394,180,7.0
Delhi,28.60293577530762,77.56855639691794,187,6.300000000000001
Kolkata,22.437270676234338,88.60240587851052,164,9.6
Bangalore,13.172211496394452,77.8480721106596,103,19.7
Kolkata,22.57255899196479,88.59414918952957,172,8.8
Jaipur,26.696941385676936,75.73033370633762,191,6.4
Kolkata,22.298633196788654,88.41495095329493,185,7.5
Kolkata,22.55109107010719,88.4494637287933,187,7.300000000000001
Jaipur,26.498432157032944,75.34432691400362,208,4.699999999999999
Kolkata,22.658187683872615,88.40824488763432,173,8.7
Surat,20.96586503927162,73.26364458935245,158,12.7
Kolkata,22.76191041210269,88.11621192706968,197,6.300000000000001
Delhi,28.727537902989386,77.60693529344374,219,3.0999999999999996
Pune,18.603530219099582,74.08692171775725,116,17.9
Ahmedabad,22.98868159112756,72.26133613645756,175,9.0
Hyderabad,17.441464637348822,78.34532158195358,156,13.4
Chennai,12.898473151249497,79.82758139777765,164,10.6
Hyderabad,17.188017506982032,78.95324751655208,123,16.7
Delhi,28.790005025814352,77.01623896184772,207,4.300000000000001
Hyderabad,17.435471777102943,78.77671484155988,147,14.3
Jaipur,26.790239213727187,75.34933676362878,188,6.699999999999999
Delhi,28.619831654319558,76.87092300663221,209,4.1
Delhi,28.220237297348227,76.82313996930964,208,4.199999999999999
Pune,19.006205320850203,73.35688652817066,147,14.8
Ahmedabad,22.937460436079682,72.8018924774823,166,9.9
Mumbai,18.773639220591132,72.55821822839243,136,14.4
Mumbai,18.977461779089044,72.71578440936626,130,15.0
Chennai,13.258321309598244,79.80878630059932,143,12.7
Hyderabad,16.943565305284537,78.53906613781723,149,14.1
Mumbai,19.447913061280506,72.95468161241769,153,12.7
Kolkata,22.36806792462676,88.39387034102143,186,7.4
Jaipur,26.808712625498224,75.5836258018998,185,7.0
Kolkata,22.22404552193536,88.29667148434181,163,9.7
Chennai,12.663315405169602,80.71026858902518,165,10.5
Ahmedabad,23.024990876826934,72.27217097475668,171,9.4
Mumbai,19.206093126861663,73.2063529061183,147,13.3
Surat,20.9472692497134,73.27198016955921,125,16.0
Surat,21.65794953909919,72.65678480206395,130,15.5
Hyderabad,17.488334196212037,78.7883842931913,138,15.2
Chennai,13.00535603378896,80.76633783359482,169,10.1
Jaipur,27.307465288851247,75.43644082593974,181,7.4
Hyderabad,17.5029315598463,78.32854728549809,140,15.0
Ahmedabad,22.749190652074926,72.63829279624953,164,10.1
Mumbai,19.219956579447615,72.75865184502348,147,13.3
Kolkata,22.26188364591601,88.32323144080054,197,6.300000000000001
Chennai,13.488238837928902,80.60607253028425,170,10.0
Surat,21.111350552230633,72.53051159775855,128,15.7
Delhi,28.617446981511886,76.77710902472353,181,6.9
Hyderabad,17.35111629265849,78.43208652597787,140,15.0
Ahmedabad,22.769899747058346,72.93769243598217,188,7.699999999999999
Kolkata,22.698250789427277,88.43550764948294,181,7.9
Chennai,13.187059319714772,80.53439226935032,171,9.9
Surat,21.21319813260527,72.704908108867,131,15.4
Kolkata,22.257059051059883,88.0661939491582,174,8.6
Kolkata,22.1237502056204,88.2616934409291,172,8.8
Kolkata,22.95616472837019,88.13451999469359,179,8.1
Bangalore,12.478934150836182,77.12040939286318,107,19.3
Ahmedabad,23.042949404165288,73.06598198903525,158,10.7
Chennai,12.63139484839993,79.86870768478074,177,9.3
Mumbai,18.76127685033354,72.91897011094169,166,11.4
Delhi,28.44429147366562,77.29821461434786,187,6.300000000000001
Pune,18.471965586605574,74.29362786373115,134,16.1
Delhi,28.910384389329582,77.46575809024694,193,5.699999999999999
Jaipur,26.578474852333514,75.34640582087566,175,8.0
Chennai,13.531680667047002,79.91325655503312,152,11.8
Mumbai,19.248389812798706,72.54757259440449,157,12.3
Kolkata,22.403746489164153,88.62987157485519,168,9.2
Pune,18.673372921907937,73.93631909722814,113,18.2
Jaipur,26.51082418910137,76.24402043388935,177,7.8
Hyderabad,17.613656284236605,78.30206374326612,149,14.1
Chennai,12.679665670965425,79.94973163744159,157,11.3
Mumbai,19.163697018287547,72.49006448194899,141,13.9
Mumbai,19.203745414897337,73.02515794074554,148,13.2
Kolkata,22.397522794406644,88.55119556258252,173,8.7
Hyderabad,17.61524333435787,78.47657047671774,120,17.0
Kolkata,22.812282897763108,88.47617576569387,178,8.2
Mumbai,19.386468217215466,72.6503506473125,162,11.8
Kolkata,22.594484328157943,87.9318732998194,196,6.4
Surat,21.560338053446916,72.98337511089906,164,12.1
Hyderabad,17.287739484746833,78.506311675803,141,14.9
Kolkata,22.468600966385615,87.99690979890732,181,7.9
Chennai,13.016752176080958,79.89827017457138,140,13.0
Hyderabad,17.240439337364062,78.65591902992486,142,14.8
Mumbai,19.151593428640084,72.53915783406424,168,11.2
Ahmedabad,22.837510507183424,72.29600244007489,173,9.2
Kolkata,22.900098741635674,88.11844054292166,166,9.4
Mumbai,18.619315273254312,73.07703946625264,156,12.4
Jaipur,27.15713672782921,75.69970306046787,190,6.5
Surat,21.183375082282037,72.46160455963745,147,13.8
Bangalore,12.732933017885385,77.51369947291708,116,18.4
Jaipur,26.59515116598744,75.60634507433224,175,8.0
Jaipur,26.654978266073826,75.37860880254468,180,7.5
Mumbai,19.517474237506065,72.5521092671115,164,11.6
Delhi,28.20532199181714,77.33468191226136,203,4.699999999999999
Kolkata,22.96917465846901,88.06019430231107,193,6.699999999999999
Jaipur,26.728477683843266,75.91426843452872,192,6.300000000000001
Kolkata,22.684246419389993,88.15964756259503,168,9.2
Delhi,28.44132095873345,76.8736205132365,195,5.5
Pune,18.267257027595733,73.66311544935104,115,18.0
Chennai,13.009199747241862,80.38612077982084,178,9.2
Surat,21.442870988128167,73.04599953409132,142,14.3
Pune,18.420712836172992,74.16856612401038,124,17.1
Bangalore,13.120978820236623,77.76347653104068,108,19.2
Surat,21.602952939060316,72.3512378489493,159,12.6
Jaipur,27.298571294055996,75.74581856218701,189,6.6
Mumbai,19.461913995497426,73.19377904234335,133,14.7
Surat,21.40611795355199,72.53949957361834,132,15.3
Kolkata,22.121820914540763,88.0949808528745,168,9.2
Chennai,12.583629416869963,80.6739236273447,152,11.8
Bangalore,12.971658259191088,77.76949320305415,109,19.1
Pune,18.06068894573454,73.86891470767705,132,16.3
Ahmedabad,23.499061023322906,72.71700257705841,172,9.3
Surat,21.45209091299689,73.09695864388475,149,13.6
Mumbai,18.904558149885798,72.43216604736685,131,14.9
Jaipur,27.14170980047721,75.86236057345882,175,8.0
Kolkata,22.384789736569132,88.29136652816669,179,8.1
Chennai,12.814924690901345,80.17602536064696,158,11.2
Pune,18.84561137125963,74.15175801760614,144,15.1
Ahmedabad,22.665661357811192,72.72911614727595,185,8.0
Ahmedabad,22.548069799089735,72.85937013359093,165,10.0
Hyderabad,16.99401361564093,78.23523982092742,147,14.3
Bangalore,12.957246865334277,77.640523533309,112,18.8
Ahmedabad,23.379730937369793,72.83605095038487,174,9.1
Hyderabad,17.57532284690073,78.93172406458056,148,14.2
Jaipur,26.466172311661985,75.95665698424075,180,7.5
Surat,20.913771125864635,72.63714716622877,152,13.3
Kolkata,22.249727144198257,87.86903962758556,185,7.5
Chennai,13.2653526050442,80.00632285119165,147,12.3
Kolkata,23.018349702225933,88.17681954802882,166,9.4
Jaipur,27.398963114114412,75.88513998684569,177,7.8
Pune,18.66723722892638,73.98167974837604,112,18.3
Hyderabad,17.192145648104212,78.84637958508033,120,17.0
Hyderabad,16.973152158136646,78.18123503316848,130,16.0
Surat,21.219109631640073,72.52029579239036,160,12.5
Chennai,13.093813638489502,80.37501298224032,174,9.6
Chennai,13.563941597455463,80.7031889235898,174,9.6
Bangalore,12.94038988050679,77.80023539636898,130,17.0
Delhi,28.418141863827195,76.84824684459412,197,5.300000000000001
Mumbai,18.882300996887537,72.70380785251258,144,13.6
Hyderabad,17.234796061807593,78.84919650740159,127,16.3
Kolkata,22.702228344938593,88.72738460836912,193,6.699999999999999
Pune,18.99798996034504,73.93932864604037,139,15.6
Bangalore,13.015857337015252,78.07037881854893,114,18.6
Jaipur,26.583996367065193,75.45475974451799,176,7.9
Ahmedabad,23.028020791723492,72.57915783818856,187,7.800000000000001
Pune,18.417155056455528,73.83070626594845,146,14.9
Jaipur,27.007766370156876,75.70244565399275,190,6.5
Chennai,13.400323378304487,80.66575660399984,156,11.4
Surat,20.71626306368198,73.26192407499012,163,12.2
Mumbai,19.322362884313243,72.68927173958224,154,12.6
Chennai,12.84230328370848,79.77234375711245,176,9.4
Pune,18.49910485796552,74.2187761425766,111,18.4
Jaipur,26.966223440633726,75.80027934982091,191,6.4
Hyderabad,17.707228112577013,78.7395486558822,152,13.8
Mumbai,19.29878460062152,72.60954129171473,130,15.0
Pune,18.328102813389844,73.59887465034747,136,15.9
Delhi,28.832618113262203,76.81960359887316,215,3.5
Hyderabad,16.993028957491582,78.21933663838678,143,14.7
Pune,18.645063974283715,73.43786422446372,122,17.3
Delhi,28.558083406878367,77.38458677356745,196,5.4
Mumbai,19.44203567504576,72.38761069549116,163,11.7
Surat,20.707897724914854,73.13916781711603,142,14.3
Surat,21.232629374117924,72.61054530731892,125,16.0
Bangalore,13.463735639478584,77.95213060775193,128,17.2
Chennai,13.117360923075525,80.62946142983871,151,11.9
Surat,20.904954421724973,73.14996927052047,144,14.1
Pune,18.08904866614787,74.3485891959475,133,16.2
Ahmedabad,22.7096242704105,72.62694956988561,184,8.1
Hyderabad,17.862496258208896,78.79456564568397,153,13.7
Delhi,29.067302879382098,76.7692269449003,196,5.4
Hyderabad,17.205401286140216,78.1509868432724,141,14.9
Kolkata,22.707506659153164,87.98774602670582,193,6.699999999999999
Kolkata,22.83348597767151,87.90663960606196,180,8.0
Hyderabad,16.96285651960877,78.94214819143806,146,14.4
Chennai,13.442345345352607,79.93951000578457,179,9.1
Surat,21.18198045656948,73.10054257942156,134,15.1
Delhi,28.933524869547647,77.5971913496613,186,6.4
Mumbai,18.953053931001698,72.7710206703852,143,13.7
Ahmedabad,23.11472139933144,72.772335365018,166,9.9
Chennai,13.412521264717286,80.42542534849845,159,11.1
Delhi,28.26967326058017,77.25604534561558,185,6.5
Kolkata,22.44996317679665,88.27741653028995,182,7.800000000000001
Ahmedabad,22.796488099469972,73.02704946726648,176,8.9
Surat,21.404908570265025,73.03069653302353,151,13.4
Jaipur,27.11835623658001,75.79098860932824,202,5.300000000000001
Ahmedabad,23.142741354268914,72.54914212639953,178,8.7
Surat,21.438169978061833,72.9596664006473,153,13.2
Mumbai,19.026282483831526,72.90880949633753,136,14.4
Kolkata,22.89854091911192,88.56046140214404,166,9.4
Jaipur,26.74718904189068,75.60100312475716,201,5.4
Hyderabad,17.24095777347064,78.13520678164367,153,13.7
Bangalore,13.023536361060467,77.33643819541535,132,16.8
Surat,21.63794282483372,72.98886538327261,136,14.9
Pune,18.606911781037446,73.8827825184174,136,15.9
Delhi,28.307060008408435,77.18030827457413,181,6.9
Bangalore,12.988893482152253,77.50770739772715,124,17.6
Ahmedabad,22.934866487274682,72.14367694757317,175,9.0
Delhi,28.967554548941113,77.43428708435457,217,3.3000000000000007
Jaipur,26.492980812286515,75.43446325109495,202,5.300000000000001
Delhi,28.3454990247639,77.55792386947607,211,3.9000000000000004
Jaipur,26.657950625944494,76.09962618024706,173,8.2
Delhi,28.225387687838783,77.27940949140364,209,4.1
Pune,18.735095675235733,73.59691943320838,127,16.8
Ahmedabad,22.804867919042657,72.15235373611569,166,9.9
Mumbai,19.30486980448834,72.6791630594588,147,13.3
Delhi,28.4859822549629,77.46882365842839,210,4.0
Bangalore,13.423662446639003,77.8325277689988,108,19.2
Chennai,13.455325885485898,79.85780928946144,165,10.5
Jaipur,27.103816057513153,75.54905110013449,187,6.800000000000001
Chennai,12.773036975095048,80.68792059182486,158,11.2
Delhi,28.413132004301062,77.13985827538228,182,6.800000000000001
Delhi,28.962371774406265,77.0722553516758,215,3.5
Chennai,13.184084070688565,80.10992029839178,175,9.5
Pune,18.86543964889664,73.7517533378568,134,16.1
Surat,20.73270694151041,72.71856646382176,132,15.3
Ahmedabad,22.879482429468666,72.70614414110403,165,10.0
Ahmedabad,23.27186943664496,72.61709596881302,175,9.0
Ahmedabad,23.007189516936307,72.09826765404493,169,9.6
Kolkata,23.0398711903703,88.57902501981688,170,9.0
Mumbai,19.003105045360343,72.85280034069173,141,13.9
Surat,21.195249340245386,73.03837891190567,148,13.7
Mumbai,19.24273152985759,72.88867074304507,165,11.5
Pune,18.059665051648658,74.33398382317694,124,17.1
Ahmedabad,22.91019515483901,72.20976820088819,151,11.4
Bangalore,13.32856441477624,78.03331463537404,111,18.9
Pune,18.790146622857087,74.33211036768475,125,17.0
Kolkata,22.414241112690604,88.51236455690024,165,9.5
Bangalore,12.590981011338197,77.42244283788582,129,17.1
Chennai,12.976335520277443,80.24413565937503,158,11.2
Hyderabad,17.09199360124506,78.83810574789148,156,13.4
Ahmedabad,23.37004763305474,72.25321765283734,152,11.3
Surat,21.410067826600404,73.12012284454813,133,15.2
Kolkata,22.269086966956213,88.07564586205243,180,8.0
Pune,18.342467535195727,73.91644466133368,117,17.8
Surat,21.33712744745868,72.76649632339976,138,14.7
Ahmedabad,23.24174520057583,73.00156520286255,183,8.2
Jaipur,27.234041569778956,75.38867984246987,172,8.3
Kolkata,22.554874000081544,87.9212103100105,172,8.8
Mumbai,18.95573740482165,72.99489422711697,133,14.7
Mumbai,19.30363113769969,73.30030375709396,146,13.4
Surat,21.2619169688924,72.52312336913636,135,15.0
Jaipur,27.014869170457267,75.77708586798825,177,7.8
Surat,21.004642527118104,72.85041269264231,134,15.1
Chennai,13.387874397360378,79.95647695469872,168,10.2
Surat,21.10644602635716,72.98940743950607,145,14.0
Hyderabad,17.443171183890442,78.3337023354122,158,13.2
Bangalore,13.394245139603573,77.5969718199721,100,20.0
Surat,21.40733241395664,72.36781294348307,146,13.9
Surat,21.590735885102557,72.34310302727269,141,14.4
Kolkata,22.81326358106663,88.34891798752405,169,9.1
Pune,18.9928613900279,73.8747104313761,130,16.5
Jaipur,26.64900978270751,75.7707980851068,187,6.800000000000001
Pune,18.77055322943151,73.81351780455614,121,17.4
Surat,20.865158271498633,72.83601145125014,156,12.9
Surat,21.247007919638257,72.45031044284057,158,12.7
Jaipur,26.46514395216222,76.12146410820844,198,5.699999999999999
Ahmedabad,22.960399887142913,72.91539347194202,167,9.8
Delhi,28.507161485099218,77.32571270764677,197,5.300000000000001
Pune,18.637619582994457,74.24150794703066,119,17.6
Ahmedabad,23.289095944712052,73.03767429774818,175,9.0
Bangalore,12.988227591854276,77.37920038230467,124,17.6
Bangalore,13.319781498279948,77.77977451327779,129,17.1
Kolkata,22.274063921053536,88.12910853699682,175,8.5
Delhi,28.209540696023716,77.12813617444206,187,6.300000000000001
Mumbai,19.488800800407862,72.98806300781816,159,12.1
Hyderabad,17.134744179229358,78.32997548906445,145,14.5
Pune,18.579618131768456,73.87144219375678,121,17.4
Mumbai,18.592028156455125,73.34138518868706,142,13.8
Chennai,13.185913062099505,79.85041507318729,176,9.4
Ahmedabad,23.45506670870596,72.64706525299742,165,10.0
Ahmedabad,23.104221527473477,72.83774721310465,181,8.4
Chennai,13.120040496843181,79.96265543899572,152,11.8
Jaipur,26.543687972004825,75.59699171110519,176,7.9
Pune,18.422773050722466,73.65470685719376,124,17.1
Bangalore,13.228051087988913,77.56875794587909,110,19.0
Surat,21.614408838346108,73.32661096801587,145,14.0
Delhi,29.09855447759084,76.91809736458961,202,4.800000000000001
Bangalore,13.310208887533962,77.90317053414739,124,17.6
Surat,21.486855243201624,73.21633887870757,152,13.3
Jaipur,26.950763102101025,76.20052968627927,197,5.800000000000001
Pune,18.14114663589668,74.33366554612662,143,15.2
Ahmedabad,23.463834392786904,72.7480172335525,163,10.2
Surat,21.09884427920853,72.95960217023621,131,15.4
Pune,18.647867898766073,74.28036483754966,119,17.6
Jaipur,26.647988228244678,75.5976071157917,198,5.699999999999999
Kolkata,22.31485715758477,88.06738799455532,163,9.7
Mumbai,18.622992501003118,72.71651302160485,152,12.8
Mumbai,19.377840168452806,72.8122309633045,147,13.3
Kolkata,22.61517332696596,88.51748677004441,193,6.699999999999999
Jaipur,27.005456189967358,75.77652725474992,184,7.1
Surat,21.594509567052558,72.56148663938589,158,12.7
Surat,21.039554130089435,72.9948427386254,141,14.4
Pune,18.603707248184204,74.24104342797129,148,14.7
Surat,21.268008013401516,72.99583920491085,146,13.9
Bangalore,13.17269758736427,77.50533154349101,106,19.4
Ahmedabad,22.52985304455443,72.76312011413468,180,8.5
Pune,18.331115328311448,73.87118960231204,133,16.2
Delhi,28.831161875865757,77.29107013112423,192,5.800000000000001
Bangalore,13.410476975142274,77.38954582404234,129,17.1
Bangalore,13.228527659341442,77.78372109049576,111,18.9
Ahmedabad,22.55291588080797,72.79827690613976,180,8.5
Surat,21.496664609492186,72.88878869118545,139,14.6
Ahmedabad,23.494345301325485,72.5840152441032,164,10.1
Delhi,28.58330684198926,77.56685778351749,209,4.1
Mumbai,18.75167209995591,72.89088989170983,149,13.1
Bangalore,13.444860883030492,77.29600630921335,103,19.7
Mumbai,19.396544647745987,72.38484208176826,161,11.9
Surat,20.999430615341396,72.38358171009973,134,15.1
Surat,21.379871343504526,73.31481158320916,145,14.0
Pune,18.14504742899281,74.31811454042364,123,17.2
Chennai,13.348568425662533,79.84991315000838,156,11.4
Chennai,12.602148050368083,79.95949402777345,179,9.1
Hyderabad,17.34205965926578,78.27695510537252,152,13.8
Pune,18.91370449378812,73.78953992105717,145,15.0
Surat,20.921073471716113,72.84075645080377,125,16.0
Ahmedabad,22.858316364641535,72.6864697540147,165,10.0
Pune,18.95139861971258,73.40720739238282,147,14.8
Hyderabad,17.775440948001087,78.2494209435613,140,15.0
Mumbai,18.900328879136968,73.32984391707636,148,13.2
Delhi,29.112692935815655,76.76396630683982,200,5.0
Kolkata,22.155172158035278,88.01842082999052,197,6.300000000000001
Ahmedabad,22.596834608886073,72.1867628013057,183,8.2
Chennai,13.054926425756205,80.48358236934475,145,12.5
Kolkata,22.331310947415634,88.21109216756221,168,9.2
Delhi,28.73911612503144,77.64663977995791,186,6.4
Hyderabad,17.046447686032923,78.94744630277135,139,15.1
Jaipur,26.426596634471725,75.54493199876353,205,5.0
Kolkata,22.8057603781368,88.85932151292546,166,9.4
Delhi,28.996515457517248,76.8059787625161,183,6.699999999999999
Hyderabad,17.01422380010275,78.04444107946703,123,16.7
Pune,18.07945014445827,73.62836419136366,133,16.2
Chennai,13.09786702838659,80.76098517058495,151,11.9
Mumbai,18.94697371259217,73.14985202761584,164,11.6
Ahmedabad,22.907015813706266,72.41835895037758,158,10.7
Pune,18.356243487039315,73.87056652571327,136,15.9
Kolkata,22.41058155046984,88.56939002467311,180,8.0
Delhi,28.864498456744126,76.94499660590924,211,3.9000000000000004
Ahmedabad,23.033593821472397,72.51691781449315,181,8.4
Mumbai,19.230346459652857,73.25021995182937,147,13.3
Pune,18.603505757279898,74.07471417812701,116,17.9
Bangalore,12.564049517037066,77.55250029512707,108,19.2
Jaipur,26.656395302352475,76.25403422753512,204,5.1
Mumbai,18.82363164307144,72.72575195547732,133,14.7
Ahmedabad,23.489122220896107,72.51483910283604,161,10.4
Mumbai,19.10209401325154,73.06546920636573,152,12.8
Bangalore,12.701919224682879,77.20101176290285,114,18.6
Pune,18.159368991886623,74.10399755755986,140,15.5
Surat,20.990933582311573,72.5233579184681,162,12.3
Ahmedabad,22.93361341699485,72.51611277685834,179,8.6
Surat,21.456531655395043,72.73620805458786,155,13.0
Kolkata,22.679924416793067,87.95247833963664,193,6.699999999999999
Hyderabad,17.3770920103501,78.97318740157174,153,13.7
Hyderabad,17.72881286365831,78.44702905064277,122,16.8
Kolkata,22.20637814499397,88.81720716758237,162,9.8
Delhi,28.734134848961123,77.2538010852761,183,6.699999999999999
Surat,20.959927983738215,72.56985177108604,130,15.5
Kolkata,22.483744336479987,88.56793145259165,186,7.4
Kolkata,22.211919482378047,88.73012703057867,183,7.699999999999999
Kolkata,22.872737582752077,88.10555892081919,199,6.1
Hyderabad,17.24366136302646,78.25449247452264,144,14.6
Pune,18.11188751838746,74.1033032046442,122,17.3
Hyderabad,17.572234343460686,78.29953419752422,154,13.6
Delhi,28.815465265602942,76.71882755256979,181,6.9
Bangalore,12.647624755041134,77.96083287026767,121,17.9
Ahmedabad,23.38471142332194,72.88749235291426,161,10.4
Pune,18.930143686712682,74.20849033866054,122,17.3
Jaipur,26.51681536949812,75.85628319430413,182,7.300000000000001
Pune,18.478363214489534,73.75348932541459,125,17.0
Kolkata,22.547034914147176,88.1976765970698,170,9.0
Ahmedabad,22.696656692395397,72.61828117378742,183,8.2
Kolkata,22.123765506445476,88.0967585568761,166,9.4
Mumbai,19.50564960770133,72.50231338567833,149,13.1
Jaipur,26.465119766334503,75.7334704378127,181,7.4
Ahmedabad,22.820454931316867,72.52647563552038,155,11.0
Ahmedabad,22.628713827588456,72.84727725446969,151,11.4
Hyderabad,17.513406957640992,78.42534901843598,148,14.2
Pune,18.597753401219666,74.0031073752281,131,16.4
Mumbai,19.104707319884053,72.41207685835172,167,11.3
Hyderabad,16.96644721289116,78.42171459434022,150,14.0
Surat,20.93531325041515,72.76311055893036,142,14.3
Ahmedabad,22.685854449743157,72.17571308735188,184,8.1
Mumbai,19.4531275618985,72.90588926175636,145,13.5
Chennai,13.232256006756963,80.63869959189509,159,11.1
Pune,18.66350435261785,73.67244340248403,136,15.9
Surat,20.92767921649247,72.46676146716038,162,12.3
Chennai,13.525682784071137,80.38107605978169,154,11.6
Surat,21.177199620143348,72.90327196178377,153,13.2
Hyderabad,17.524107846994706,78.32766197364299,123,16.7
Kolkata,22.861696111648758,88.46679288260543,170,9.0
Delhi,29.11209990766562,76.78396004347002,212,3.8000000000000007
Chennai,12.990595937371548,80.11848240304889,141,12.9
Bangalore,13.293439322752903,77.74090993365738,100,20.0
Kolkata,22.611791079513633,88.11899343283238,160,10.0
Jaipur,27.16419458736726,75.87566568921766,171,8.4
Mumbai,18.640238575857126,72.97039606664288,139,14.1
Chennai,13.441030431780925,80.23432207434345,177,9.3
Surat,20.94537011248807,72.72906034638076,145,14.0
Delhi,28.452130967317284,77.6228762903218,182,6.800000000000001
Surat,21.332010728574424,73.14799028950418,145,14.0
Surat,21.385522310529137,72.59924322961193,132,15.3
Chennai,12.707951231096208,80.42620997184612,140,13.0
Chennai,12.72239237260294,80.4864359264108,152,11.8
Pune,19.00346469961482,73.85067914914019,111,18.4
Hyderabad,17.621826455751506,78.4877402369846,157,13.3
Jaipur,27.28952046766229,75.53047998026423,176,7.9
Hyderabad,16.986878764139558,78.89782050139196,140,15.0
Pune,18.06916631881314,74.20042879271026,140,15.5
Mumbai,18.91839512329586,72.92417636102537,144,13.6
Surat,21.423318847179676,73.05855239128613,160,12.5
